product_id,product_name,category,sub_category,sales,profit,quantity,orders,customers,profit_margin
FUR-FU-10004579,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,484.0,174.24,11.0,3,3,0.36000000000000004
OFF-AR-10003613,"Sanford Canvas, Easy-Erase",Office Supplies,Art,957.0,174.1236,22.0,4,4,0.1819473354231975
FUR-CH-10001895,"Hon Chairmat, Adjustable",Furniture,Chairs,348.0,174.06,6.0,3,3,0.5001724137931035
FUR-FU-10000432,"Eldon Clock, Black",Furniture,Furnishings,622.0,173.91,11.0,3,3,0.27959807073954984
OFF-SU-10001592,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,622.0,173.88,23.0,4,4,0.2795498392282958
OFF-EAT-10003338,"Eaton Message Books, 8.5 x 11",Office Supplies,Paper,396.0,173.76,16.0,7,7,0.4387878787878788
TEC-AC-10000394,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,404.0,173.67000000000002,7.0,2,2,0.4298762376237624
FUR-FU-10000946,"Advantus Stacking Tray, Durable",Furniture,Furnishings,944.0,173.646,40.0,5,5,0.18394703389830508
OFF-EN-10004571,"Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes,378.0,173.39999999999998,17.0,4,4,0.45873015873015865
TEC-CO-10002697,"Brother Wireless Fax, High-Speed",Technology,Copiers,2048.0,173.33429999999998,7.0,3,3,0.08463588867187499
FUR-OFF-10002395,"Office Star Rocking Chair, Red",Furniture,Chairs,423.0,173.25,3.0,2,2,0.4095744680851064
FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,693.0,173.235,3.0,1,1,0.249978354978355
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,423.0,173.2086,9.0,3,3,0.4094765957446808
TEC-PH-10001530,Plantronics Voyager Pro Legend,Technology,Phones,618.0,173.0316,3.0,1,1,0.2799864077669903
OFF-BI-10000329,"Acco Binder, Durable",Office Supplies,Binders,641.0,173.025,39.0,12,12,0.2699297971918877
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,640.0,172.9674,9.0,2,2,0.2702615625
FUR-CH-10003077,"SAFCO Bag Chairs, Adjustable",Furniture,Chairs,754.0,172.876,28.0,8,8,0.22927851458885942
TEC-AC-10001441,"SanDisk Mouse, Erganomic",Technology,Accessories,866.0,172.8,24.0,6,6,0.19953810623556584
FUR-LES-10000488,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,508.0,172.8,2.0,1,1,0.3401574803149606
FUR-BO-10001555,"Bush Corner Shelving, Metal",Furniture,Bookcases,1235.0,172.8,10.0,3,3,0.139919028340081
FUR-TA-10001744,"Lesro Coffee Table, Adjustable Height",Furniture,Tables,508.0,172.8,2.0,1,1,0.3401574803149606
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,2880.0,172.7904,16.0,3,3,0.05999666666666667
FUR-TA-10003171,"Bevis Training Table, Fully Assembled",Furniture,Tables,1256.0,172.62,7.0,2,2,0.13743630573248408
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,690.0,172.5,10.0,3,3,0.25
FUR-FU-10001161,"Deflect-O Photo Frame, Duo Pack",Furniture,Furnishings,542.0,172.464,18.0,6,6,0.31819926199261994
TEC-AC-10004752,"Memorex Keyboard, Erganomic",Technology,Accessories,397.0,172.36,9.0,3,3,0.4341561712846348
OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,663.0,172.3384,4.0,1,1,0.2599372549019608
FUR-BO-10004504,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,2640.0,172.26000000000002,27.0,7,7,0.06525
TEC-ENE-10004192,"Enermax Keyboard, Bluetooth",Technology,Accessories,475.0,171.85199999999998,7.0,5,5,0.36179368421052627
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,2863.0,171.774,30.0,6,6,0.059997904296192804
FUR-TEN-10003923,"Tenex Door Stop, Duo Pack",Furniture,Furnishings,414.0,171.32999999999998,10.0,4,4,0.4138405797101449
TEC-AC-10002850,"Enermax Memory Card, Bluetooth",Technology,Accessories,1144.0,171.29999999999998,10.0,2,2,0.14973776223776222
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,343.0,171.29,7.0,3,3,0.4993877551020408
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,350.0,171.108,18.0,4,4,0.48888000000000004
FUR-BO-10004773,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,519.0,171.09,3.0,2,2,0.32965317919075143
OFF-PA-10003115,"Enermax Note Cards, Premium",Office Supplies,Paper,428.0,171.0,15.0,3,3,0.39953271028037385
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,570.0,170.997,1.0,1,1,0.2999947368421053
OFF-ST-10000095,"Fellowes File Cart, Industrial",Office Supplies,Storage,4726.0,170.757,38.0,9,9,0.036131400761743544
OFF-BI-10003724,"Cardinal Index Tab, Economy",Office Supplies,Binders,381.0,170.748,44.0,10,10,0.4481574803149606
OFF-BI-10001254,"Avery Binding Machine, Recycled",Office Supplies,Binders,965.0,170.72,31.0,10,10,0.1769119170984456
OFF-EN-10001993,"GlobeWeis Manila Envelope, Set of 50",Office Supplies,Envelopes,684.0,170.67,28.0,9,9,0.2495175438596491
TEC-MA-10004609,"Okidata Inkjet, White",Technology,Machines,6941.0,170.625,25.0,6,6,0.024582192767612737
TEC-MA-10004997,"Konica Receipt Printer, Red",Technology,Machines,1314.0,170.60999999999999,11.0,3,3,0.1298401826484018
FUR-CH-10000042,"Harbour Creations Swivel Stool, Black",Furniture,Chairs,355.0,170.58,2.0,1,1,0.48050704225352114
OFF-AR-10000481,"BIC Markers, Blue",Office Supplies,Art,493.0,170.56,30.0,7,7,0.3459634888438134
FUR-TA-10001726,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,682.0,170.48,4.0,1,1,0.2499706744868035
OFF-PA-10000994,"Enermax Message Books, 8.5 x 11",Office Supplies,Paper,427.0,170.4,24.0,6,6,0.3990632318501171
TEC-MA-10001841,"Konica Printer, White",Technology,Machines,355.0,170.4,2.0,1,1,0.48000000000000004
OFF-EAT-10000652,"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,437.0,170.35799999999998,16.0,7,7,0.3898352402745995
OFF-PA-10002219,"SanDisk Parchment Paper, Multicolor",Office Supplies,Paper,435.0,170.28,42.0,7,6,0.391448275862069
OFF-PA-10001470,"Green Bar Message Books, 8.5 x 11",Office Supplies,Paper,465.0,170.14,26.0,7,7,0.36589247311827955
OFF-ST-10000496,"Tenex Folders, Wire Frame",Office Supplies,Storage,509.0,170.112,35.0,7,7,0.3342082514734774
OFF-ST-10003760,"Eldon Trays, Blue",Office Supplies,Storage,518.0,169.916,17.0,6,6,0.328023166023166
FUR-TA-10001237,"Barricks Coffee Table, Fully Assembled",Furniture,Tables,2121.0,169.47,7.0,1,1,0.0799009900990099
TEC-CO-10002872,"Canon Ink, Color",Technology,Copiers,891.0,169.38,6.0,2,2,0.1901010101010101
TEC-ENE-10003801,"Enermax Flash Drive, USB",Technology,Accessories,526.0,169.21800000000002,14.0,5,5,0.3217072243346008
TEC-CO-10000422,"Brother Personal Copier, Digital",Technology,Copiers,701.0,169.0476,10.0,3,3,0.24115206847360912
TEC-AC-10003413,"Logitech Router, Programmable",Technology,Accessories,1285.0,169.0212,7.0,4,4,0.13153400778210117
OFF-ST-10003837,"Tenex Lockers, Single Width",Office Supplies,Storage,4032.0,168.91499999999996,22.0,5,5,0.04189360119047618
OFF-ST-10004464,"Eldon Trays, Blue",Office Supplies,Storage,384.0,168.72,8.0,3,3,0.439375
FUR-RUB-10002945,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,534.0,168.66299999999998,11.0,5,5,0.31584831460674156
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,648.0,168.4384,8.0,1,1,0.2599358024691358
FUR-FU-10000567,"Rubbermaid Light Bulb, Erganomic",Furniture,Furnishings,368.0,168.426,22.0,5,5,0.45767934782608694
TEC-MA-10003461,"Epson Calculator, Red",Technology,Machines,503.0,168.318,12.0,3,3,0.3346282306163022
TEC-KON-10004774,"Konica Inkjet, Durable",Technology,Machines,2807.0,168.21,9.0,4,4,0.059925187032418954
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,337.0,168.08,11.0,3,3,0.49875370919881307
OFF-KIT-10000964,"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,480.0,168.0,7.0,3,3,0.35
FUR-CH-10002291,"Hon Bag Chairs, Set of Two",Furniture,Chairs,796.0,168.0,28.0,6,6,0.21105527638190955
FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,400.0,167.9622,29.0,6,6,0.4199055
TEC-CO-10004831,"Brother Copy Machine, High-Speed",Technology,Copiers,3001.0,167.79760000000002,20.0,5,5,0.0559138953682106
FUR-BO-10001519,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,697.0,167.4432,12.0,2,2,0.2402341463414634
OFF-AR-10001061,"Stanley Sketch Pad, Water Color",Office Supplies,Art,348.0,167.42000000000002,11.0,4,4,0.48109195402298854
FUR-SAF-10001873,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs,590.0,167.346,12.0,4,4,0.28363728813559325
OFF-SU-10004435,"Stiletto Shears, Serrated",Office Supplies,Supplies,493.0,167.31,11.0,3,3,0.3393711967545639
TEC-AC-10004334,"Belkin Memory Card, USB",Technology,Accessories,429.0,167.088,6.0,3,3,0.38948251748251744
FUR-TA-10000670,"Chromcraft Coffee Table, Adjustable Height",Furniture,Tables,539.0,166.92,2.0,1,1,0.30968460111317253
OFF-SU-10003719,"Stiletto Scissors, Steel",Office Supplies,Supplies,412.0,166.352,29.0,8,8,0.4037669902912621
OFF-SME-10004247,"Smead Shelving, Single Width",Office Supplies,Storage,490.0,166.32,12.0,8,8,0.3394285714285714
FUR-BO-10004445,"Bush Stackable Bookrack, Pine",Furniture,Bookcases,1361.0,166.284,12.0,3,3,0.12217781043350477
FUR-FU-10002045,"Executive Impressions 14""",Furniture,Furnishings,377.0,166.2804,17.0,4,4,0.4410620689655172
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,616.0,166.2444,14.0,3,3,0.26987727272727274
FUR-BO-10000820,"Sauder 3-Shelf Cabinet, Metal",Furniture,Bookcases,598.0,166.104,4.0,1,1,0.27776588628762544
OFF-ST-10001335,"Rogers File Cart, Single Width",Office Supplies,Storage,755.0,166.08,8.0,4,4,0.21997350993377485
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,639.0,166.0698,9.0,1,1,0.2598901408450704
TEC-PH-10001433,"Motorola Headset, Full Size",Technology,Phones,405.0,166.05,5.0,2,2,0.41000000000000003
TEC-AC-10002522,"Memorex Router, Erganomic",Technology,Accessories,781.0,165.864,4.0,2,2,0.21237387964148527
TEC-BRO-10001938,"Brother Wireless Fax, High-Speed",Technology,Copiers,754.0,165.84,2.0,2,2,0.21994694960212202
OFF-PA-10003303,"Xerox Computer Printout Paper, Multicolor",Office Supplies,Paper,362.0,165.75,13.0,3,3,0.4578729281767956
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,788.0,165.3813,3.0,1,1,0.20987474619289342
TEC-MA-10004617,"Konica Receipt Printer, Wireless",Technology,Machines,571.0,165.34,7.0,1,1,0.28956217162872155
OFF-HAM-10001107,"Hamilton Beach Refrigerator, Silver",Office Supplies,Appliances,1503.0,165.24,3.0,2,2,0.10994011976047904
TEC-PH-10004714,"Motorola Office Telephone, VoIP",Technology,Phones,406.0,165.111,6.0,2,2,0.4066773399014778
TEC-PH-10004992,"Apple Office Telephone, Full Size",Technology,Phones,427.0,165.018,7.0,4,4,0.3864590163934426
OFF-AR-10000409,"Sanford Canvas, Easy-Erase",Office Supplies,Art,1271.0,165.0,25.0,8,8,0.12981904012588513
OFF-BI-10002894,"Avery Binding Machine, Durable",Office Supplies,Binders,2768.0,165.0,55.0,13,13,0.05960982658959538
OFF-AP-10004569,"Hoover Coffee Grinder, Red",Office Supplies,Appliances,972.0,164.832,22.0,5,5,0.16958024691358023
FUR-CH-10004478,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,1300.0,164.808,25.0,8,8,0.12677538461538462
OFF-AR-10003066,"Sanford Markers, Water Color",Office Supplies,Art,2184.0,164.721,84.0,16,17,0.0754217032967033
FUR-CH-10000171,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs,518.0,164.64,10.0,3,3,0.3178378378378378
OFF-PA-10003416,"Enermax Note Cards, Multicolor",Office Supplies,Paper,811.0,164.472,25.0,6,6,0.20280147965474724
FUR-IKE-10003015,"Ikea Library with Doors, Mobile",Furniture,Bookcases,3294.0,164.43,9.0,3,3,0.049918032786885246
TEC-PH-10003492,"Cisco Audio Dock, Full Size",Technology,Phones,4373.0,164.37599999999998,27.0,7,7,0.03758884061285159
TEC-AC-10001666,"Memorex Numeric Keypad, Erganomic",Technology,Accessories,1027.0,164.34,22.0,5,5,0.16001947419668938
OFF-AP-10004226,"Cuisinart Coffee Grinder, Black",Office Supplies,Appliances,411.0,164.232,12.0,2,2,0.3995912408759124
FUR-FU-10001480,"Advantus Door Stop, Black",Furniture,Furnishings,546.0,164.084,19.0,4,4,0.3005201465201465
TEC-KON-10001017,"Konica Receipt Printer, White",Technology,Machines,483.0,164.04,4.0,3,3,0.33962732919254657
OFF-SU-10001421,"Acme Shears, Easy Grip",Office Supplies,Supplies,749.0,163.928,23.0,7,7,0.21886248331108143
OFF-BI-10000563,"Acco Hole Reinforcements, Durable",Office Supplies,Binders,348.0,163.82999999999998,43.0,9,9,0.4707758620689655
TEC-PH-10001468,Panasonic Business Telephones KX-T7736,Technology,Phones,546.0,163.818,3.0,1,1,0.30003296703296706
OFF-PA-10002477,"Enermax Message Books, Multicolor",Office Supplies,Paper,335.0,163.8,14.0,3,3,0.48895522388059703
TEC-AC-10000336,"Enermax Mouse, Bluetooth",Technology,Accessories,430.0,163.72,18.0,5,5,0.3807441860465116
OFF-FA-10001574,"Accos Clamps, Bulk Pack",Office Supplies,Fasteners,349.0,163.62,18.0,3,3,0.46882521489971346
OFF-TEN-10001031,"Tenex Shelving, Single Width",Office Supplies,Storage,1067.0,163.575,22.0,11,11,0.1533036551077788
FUR-CH-10000745,"Hon Chairmat, Adjustable",Furniture,Chairs,957.0,163.52999999999997,18.0,4,4,0.17087774294670843
TEC-APP-10002310,"Apple Office Telephone, Cordless",Technology,Phones,368.0,163.422,6.0,3,3,0.4440815217391304
FUR-BO-10003604,"Ikea Corner Shelving, Mobile",Furniture,Bookcases,1256.0,163.2,10.0,2,2,0.12993630573248408
TEC-PH-10000011,PureGear Roll-On Screen Protector,Technology,Phones,340.0,163.11839999999998,17.0,2,2,0.47975999999999996
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,380.0,163.1162,13.0,3,3,0.42925315789473684
OFF-EN-10000673,"Cameo Business Envelopes, Recycled",Office Supplies,Envelopes,363.0,162.84,23.0,5,5,0.44859504132231404
OFF-AR-10002824,"Sanford Markers, Water Color",Office Supplies,Art,652.0,162.8,37.0,7,7,0.24969325153374236
OFF-AR-10002499,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art,354.0,162.64000000000001,19.0,3,3,0.4594350282485876
OFF-AR-10000711,"BIC Pens, Easy-Erase",Office Supplies,Art,825.0,162.615,58.0,17,17,0.19710909090909093
OFF-PA-10001650,"Xerox Message Books, Premium",Office Supplies,Paper,361.0,162.369,18.0,4,4,0.4497756232686981
OFF-BI-10003708,"Avery Binder, Economy",Office Supplies,Binders,455.0,162.14999999999998,37.0,11,11,0.35637362637362635
FUR-HAR-10000334,"Harbour Creations Swivel Stool, Red",Furniture,Chairs,864.0,162.036,6.0,4,4,0.18754166666666666
OFF-PA-10002073,"Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper,416.0,162.0,20.0,4,4,0.3894230769230769
TEC-PH-10004635,"Samsung Office Telephone, with Caller ID",Technology,Phones,964.0,161.736,16.0,4,4,0.1677759336099585
TEC-AC-10001172,"Logitech Numeric Keypad, Erganomic",Technology,Accessories,323.0,161.7,11.0,3,3,0.5006191950464396
OFF-AR-10001230,"Binney & Smith Markers, Water Color",Office Supplies,Art,954.0,161.7,35.0,5,5,0.16949685534591194
OFF-SU-10001703,"Fiskars Box Cutter, High Speed",Office Supplies,Supplies,463.0,161.46,13.0,4,4,0.3487257019438445
OFF-BI-10002517,"Ibico Binder, Recycled",Office Supplies,Binders,458.0,161.144,46.0,10,10,0.35184279475982533
OFF-ACM-10002816,"Acme Letter Opener, Steel",Office Supplies,Supplies,423.0,161.07299999999998,15.0,7,7,0.38078723404255316
TEC-AC-10002719,"Enermax Router, Programmable",Technology,Accessories,1452.0,160.9497,7.0,2,2,0.11084690082644628
OFF-AR-10003123,"Boston Canvas, Easy-Erase",Office Supplies,Art,367.0,160.88799999999998,11.0,3,3,0.43838692098092635
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,618.0,160.6722,3.0,1,1,0.2599873786407767
OFF-PA-10004694,"Green Bar Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,894.0,160.65,17.0,6,6,0.17969798657718122
OFF-AP-10002608,"Breville Toaster, Black",Office Supplies,Appliances,647.0,160.64999999999998,9.0,3,3,0.24829984544049455
OFF-ELI-10001351,"Elite Trimmer, Easy Grip",Office Supplies,Supplies,459.0,160.524,13.0,4,4,0.34972549019607846
FUR-FU-10003804,"Rubbermaid Frame, Durable",Furniture,Furnishings,642.0,160.38,6.0,2,2,0.24981308411214953
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,594.0,160.3557,9.0,3,3,0.2699590909090909
TEC-AC-10001438,"SanDisk Flash Drive, Programmable",Technology,Accessories,943.0,160.07999999999998,23.0,5,5,0.1697560975609756
TEC-CO-10003608,"Canon Fax Machine, Color",Technology,Copiers,640.0,159.9,2.0,1,1,0.24984375
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,999.0,159.8112,9.0,2,2,0.15997117117117118
OFF-WIL-10000146,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,533.0,159.72,11.0,4,4,0.2996622889305816
OFF-SU-10004401,"Acme Shears, High Speed",Office Supplies,Supplies,581.0,159.588,13.0,3,3,0.27467814113597244
TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories,840.0,159.543,30.0,5,5,0.18993214285714285
TEC-SHA-10004184,"Sharp Personal Copier, High-Speed",Technology,Copiers,507.0,159.51000000000002,5.0,4,4,0.31461538461538463
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,821.0,159.4944,8.0,2,2,0.19426845310596835
TEC-PH-10004328,"Motorola Audio Dock, Cordless",Technology,Phones,2889.0,159.448,28.0,7,7,0.0551914157147802
OFF-EN-10002679,"Kraft Mailers, with clear poly window",Office Supplies,Envelopes,395.0,159.3921,11.0,4,4,0.40352430379746834
TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,408.0,159.2175,23.0,5,5,0.3902389705882353
TEC-PH-10001725,"Motorola Speaker Phone, Cordless",Technology,Phones,3183.0,159.12,24.0,6,6,0.04999057492931197
OFF-BI-10003440,"Avery Binder Covers, Economy",Office Supplies,Binders,562.0,159.12,53.0,14,14,0.28313167259786476
TEC-AC-10002568,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,353.0,158.76,6.0,1,1,0.4497450424929178
TEC-HP -10004012,"HP Personal Copier, Digital",Technology,Copiers,992.0,158.4,8.0,2,2,0.15967741935483873
TEC-CO-10000854,"Canon Personal Copier, Color",Technology,Copiers,3173.0,158.39999999999998,22.0,3,3,0.04992121021115663
TEC-CO-10004981,"Sharp Personal Copier, Laser",Technology,Copiers,608.0,158.39999999999998,10.0,4,4,0.26052631578947366
OFF-AME-10001009,"Ames Interoffice Envelope, Set of 50",Office Supplies,Envelopes,406.0,158.21999999999997,9.0,2,2,0.38970443349753686
OFF-BI-10000621,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders,344.0,158.214,12.0,3,3,0.45992441860465116
TEC-PH-10003793,"Nokia Office Telephone, VoIP",Technology,Phones,609.0,158.20000000000002,14.0,6,6,0.2597701149425288
FUR-LES-10002613,"Lesro Wood Table, Rectangular",Furniture,Tables,930.0,158.1,2.0,2,2,0.16999999999999998
TEC-AC-10004188,"Belkin Keyboard, USB",Technology,Accessories,336.0,158.04,6.0,2,2,0.4703571428571428
OFF-AR-10004068,"Boston Markers, Fluorescent",Office Supplies,Art,359.0,157.95,13.0,3,3,0.43997214484679664
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,322.0,157.50560000000002,28.0,4,4,0.48914782608695656
OFF-ST-10001890,"Eldon Trays, Industrial",Office Supplies,Storage,453.0,157.48000000000002,16.0,6,6,0.3476379690949228
OFF-ST-10000619,"Eldon Lockers, Wire Frame",Office Supplies,Storage,1891.0,157.408,20.0,5,5,0.08324061343204653
FUR-CH-10004899,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,807.0,157.36,12.0,3,3,0.19499380421313509
TEC-PH-10000490,"Motorola Audio Dock, Full Size",Technology,Phones,524.0,157.14,3.0,1,1,0.2998854961832061
OFF-SU-10004663,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies,454.0,157.068,27.0,7,7,0.3459647577092511
OFF-BIN-10001715,"Binney & Smith Canvas, Easy-Erase",Office Supplies,Art,1230.0,157.04399999999998,25.0,10,10,0.1276780487804878
OFF-PA-10003938,"Eaton Cards & Envelopes, Premium",Office Supplies,Paper,1002.0,156.99599999999998,24.0,4,4,0.1566826347305389
OFF-ST-10001991,"Eldon Shelving, Wire Frame",Office Supplies,Storage,406.0,156.888,14.0,3,3,0.3864236453201971
FUR-FU-10000889,"Rubbermaid Clock, Black",Furniture,Furnishings,488.0,156.8568,10.0,4,4,0.321427868852459
TEC-MA-10002686,"Okidata Card Printer, White",Technology,Machines,732.0,156.708,5.0,2,2,0.21408196721311476
OFF-AR-10000851,"Sanford Sketch Pad, Blue",Office Supplies,Art,795.0,156.6252,18.0,6,6,0.19701283018867927
TEC-PH-10001575,"Samsung Office Telephone, VoIP",Technology,Phones,436.0,156.6,10.0,3,3,0.3591743119266055
OFF-ST-10003409,"Tenex File Cart, Single Width",Office Supplies,Storage,538.0,156.12,6.0,2,2,0.29018587360594794
FUR-OFF-10001224,"Office Star Swivel Stool, Red",Furniture,Chairs,3132.0,156.06,18.0,6,6,0.049827586206896556
OFF-BIN-10000327,"Binney & Smith Markers, Water Color",Office Supplies,Art,1107.0,155.862,42.0,16,16,0.14079674796747968
FUR-BO-10004821,"Dania Corner Shelving, Traditional",Furniture,Bookcases,2024.0,155.79059999999998,17.0,3,3,0.07697164031620553
OFF-AP-10001621,"Cuisinart Blender, Silver",Office Supplies,Appliances,677.0,155.7,10.0,3,3,0.22998522895125553
OFF-AP-10001876,"Hoover Coffee Grinder, Silver",Office Supplies,Appliances,325.0,155.68,7.0,1,1,0.4790153846153846
OFF-BOS-10000477,"Boston Canvas, Blue",Office Supplies,Art,719.0,155.55599999999998,14.0,6,6,0.21635048678720442
FUR-BO-10001892,"Sauder Library with Doors, Pine",Furniture,Bookcases,1945.0,155.55,5.0,2,2,0.07997429305912597
FUR-FU-10001746,"Advantus Stacking Tray, Durable",Furniture,Furnishings,488.0,155.445,20.0,3,3,0.31853483606557376
TEC-BEL-10001971,"Belkin Flash Drive, USB",Technology,Accessories,522.0,155.28,13.0,5,5,0.29747126436781607
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,345.0,155.277,27.0,6,6,0.4500782608695652
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,534.0,154.9702,11.0,3,3,0.2902063670411985
TEC-AC-10000863,"Enermax Numeric Keypad, Erganomic",Technology,Accessories,1411.0,154.8,24.0,6,6,0.10970942593905032
TEC-AC-10000152,"Logitech Flash Drive, Erganomic",Technology,Accessories,378.0,154.8,20.0,4,4,0.40952380952380957
FUR-BO-10000268,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,627.0,154.656,7.0,2,2,0.24666028708133972
TEC-AC-10002289,"SanDisk Numeric Keypad, Erganomic",Technology,Accessories,910.0,154.56,16.0,3,3,0.16984615384615384
OFF-BI-10000561,"Acco Binding Machine, Durable",Office Supplies,Binders,368.0,154.56,7.0,2,2,0.42
OFF-PA-10003907,"Eaton Message Books, Premium",Office Supplies,Paper,330.0,154.56,16.0,3,3,0.46836363636363637
TEC-CO-10000082,"Canon Fax and Copier, Digital",Technology,Copiers,3724.0,154.53,21.0,4,4,0.04149570354457573
OFF-ACM-10001587,"Acme Box Cutter, Easy Grip",Office Supplies,Supplies,316.0,154.32,8.0,2,2,0.4883544303797468
OFF-AR-10002605,"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,468.0,154.2,15.0,2,2,0.3294871794871795
OFF-SU-10001132,"Fiskars Trimmer, Serrated",Office Supplies,Supplies,566.0,154.18,23.0,8,8,0.2724028268551237
TEC-PH-10004450,"Cisco Office Telephone, Full Size",Technology,Phones,1545.0,154.035,21.0,4,4,0.09969902912621359
OFF-AVE-10004909,"Avery 3-Hole Punch, Durable",Office Supplies,Binders,517.0,153.822,19.0,10,10,0.2975280464216635
OFF-HAM-10003992,"Hamilton Beach Toaster, Silver",Office Supplies,Appliances,350.0,153.72,6.0,2,2,0.4392
OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage,569.0,153.4032,16.0,3,3,0.26960140597539545
FUR-FU-10002210,"Tenex Clock, Black",Furniture,Furnishings,906.0,153.36,18.0,5,5,0.16927152317880798
FUR-CH-10002816,"Harbour Creations Swivel Stool, Adjustable",Furniture,Chairs,548.0,153.36,3.0,1,1,0.27985401459854015
OFF-FA-10002241,"Stockwell Clamps, Bulk Pack",Office Supplies,Fasteners,452.0,153.36,24.0,4,4,0.3392920353982301
TEC-AC-10002996,"Enermax Mouse, Erganomic",Technology,Accessories,557.0,153.159,16.0,3,3,0.27497127468581684
OFF-CAR-10002031,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,333.0,153.12,11.0,6,6,0.45981981981981984
OFF-BI-10003397,"Avery 3-Hole Punch, Economy",Office Supplies,Binders,391.0,153.03,17.0,4,4,0.39138107416879797
OFF-EN-10000338,"Kraft Mailers, Recycled",Office Supplies,Envelopes,336.0,152.94,15.0,6,6,0.45517857142857143
OFF-EN-10000788,"Jiffy Manila Envelope, Security-Tint",Office Supplies,Envelopes,327.0,152.835,12.0,5,5,0.46738532110091746
OFF-AR-10003829,"Boston Highlighters, Water Color",Office Supplies,Art,614.0,152.64000000000001,43.0,10,10,0.24859934853420199
FUR-FU-10004019,"Rubbermaid Door Stop, Erganomic",Furniture,Furnishings,340.0,152.64,12.0,2,2,0.4489411764705882
TEC-HEW-10000839,"Hewlett Wireless Fax, Color",Technology,Copiers,764.0,152.64,2.0,2,2,0.19979057591623034
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,663.0,152.4762,3.0,2,2,0.229979185520362
