product_id,product_name,category,sub_category,profit,product_rank,total_profitable_products,cumulative_profit,cumulative_profit_share,product_share
TEC-CO-10003655,"Hewlett Wireless Fax, High-Speed",Technology,Copiers,1050.09,411,7691,833899.87,0.4116,0.0534
TEC-MEM-10000374,"Memorex Router, Programmable",Technology,Accessories,1047.6,412,7691,834947.47,0.4121,0.0536
TEC-BRO-10004802,"Brother Fax Machine, High-Speed",Technology,Copiers,1044.9,413,7691,835992.37,0.4126,0.0537
FUR-CH-10004993,"Hon Swivel Stool, Black",Furniture,Chairs,1044.62,414,7691,837037.0,0.4131,0.0538
FUR-BO-10001216,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,1043.96,415,7691,838080.96,0.4136,0.054
TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,1043.86,416,7691,839124.82,0.4141,0.0541
TEC-CO-10002242,"Brother Fax and Copier, Color",Technology,Copiers,1041.49,417,7691,840166.31,0.4146,0.0542
TEC-CO-10003342,"Canon Fax Machine, High-Speed",Technology,Copiers,1041.48,418,7691,841207.79,0.4152,0.0543
FUR-BO-10001461,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,1040.75,419,7691,842248.55,0.4157,0.0545
TEC-PH-10000730,Samsung Galaxy S4 Active,Technology,Phones,1039.98,420,7691,843288.53,0.4162,0.0546
TEC-MOT-10002272,"Motorola Smart Phone, with Caller ID",Technology,Phones,1039.29,421,7691,844327.82,0.4167,0.0547
OFF-AP-10000802,"Hoover Microwave, White",Office Supplies,Appliances,1036.9,422,7691,845364.72,0.4172,0.0549
FUR-CH-10003861,"Novimex Rocking Chair, Set of Two",Furniture,Chairs,1032.79,423,7691,846397.51,0.4177,0.055
TEC-PH-10000160,"Motorola Smart Phone, with Caller ID",Technology,Phones,1032.76,424,7691,847430.27,0.4182,0.0551
TEC-CO-10004563,"HP Copy Machine, Color",Technology,Copiers,1029.44,425,7691,848459.71,0.4187,0.0553
OFF-AR-10003651,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,1028.02,426,7691,849487.73,0.4192,0.0554
TEC-BRO-10002103,"Brother Ink, Color",Technology,Copiers,1020.18,427,7691,850507.91,0.4198,0.0555
TEC-CO-10000791,"Sharp Personal Copier, Laser",Technology,Copiers,1020.0,428,7691,851527.91,0.4203,0.0556
FUR-CH-10003965,"Hon Rocking Chair, Red",Furniture,Chairs,1018.77,429,7691,852546.69,0.4208,0.0558
FUR-BO-10004585,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,1018.1,430,7691,853564.79,0.4213,0.0559
TEC-CO-10001678,"Brother Fax Machine, Digital",Technology,Copiers,1017.9,431,7691,854582.69,0.4218,0.056
OFF-BI-10003068,"Ibico Binding Machine, Durable",Office Supplies,Binders,1015.47,432,7691,855598.16,0.4223,0.0562
FUR-BUS-10002989,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,1015.02,433,7691,856613.18,0.4228,0.0563
OFF-BRE-10001107,"Breville Stove, Red",Office Supplies,Appliances,1010.7,434,7691,857623.88,0.4233,0.0564
OFF-FEL-10001865,"Fellowes File Cart, Wire Frame",Office Supplies,Storage,1009.37,435,7691,858633.25,0.4238,0.0566
OFF-FEL-10004665,"Fellowes Lockers, Blue",Office Supplies,Storage,1006.44,436,7691,859639.69,0.4243,0.0567
TEC-SAN-10000235,"SanDisk Router, USB",Technology,Accessories,1005.44,437,7691,860645.12,0.4248,0.0568
OFF-TEN-10004194,"Tenex File Cart, Single Width",Office Supplies,Storage,996.85,438,7691,861641.97,0.4252,0.0569
FUR-TA-10002958,"Chromcraft Conference Table, Fully Assembled",Furniture,Tables,996.48,439,7691,862638.45,0.4257,0.0571
FUR-CH-10001726,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,996.42,440,7691,863634.87,0.4262,0.0572
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories,995.9,441,7691,864630.77,0.4267,0.0573
TEC-MA-10003441,"Okidata Inkjet, Wireless",Technology,Machines,995.67,442,7691,865626.44,0.4272,0.0575
TEC-CO-10001468,"Brother Fax Machine, Digital",Technology,Copiers,991.91,443,7691,866618.35,0.4277,0.0576
FUR-BO-10004947,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,991.31,444,7691,867609.66,0.4282,0.0577
FUR-BO-10003028,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,987.84,445,7691,868597.5,0.4287,0.0579
TEC-PH-10001284,"Apple Smart Phone, Cordless",Technology,Phones,984.0,446,7691,869581.5,0.4292,0.058
FUR-BO-10000728,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,982.65,447,7691,870564.16,0.4297,0.0581
OFF-ST-10000362,"Eldon File Cart, Blue",Office Supplies,Storage,982.06,448,7691,871546.21,0.4301,0.0582
TEC-CO-10004171,"Sharp Fax and Copier, Digital",Technology,Copiers,981.98,449,7691,872528.2,0.4306,0.0584
FUR-SAF-10000213,"Safco Classic Bookcase, Mobile",Furniture,Bookcases,978.07,450,7691,873506.26,0.4311,0.0585
TEC-PH-10000106,"Apple Smart Phone, Full Size",Technology,Phones,977.5,451,7691,874483.76,0.4316,0.0586
TEC-CO-10000956,"Sharp Copy Machine, Laser",Technology,Copiers,977.15,452,7691,875460.91,0.4321,0.0588
TEC-CO-10004367,"Canon Wireless Fax, Digital",Technology,Copiers,977.02,453,7691,876437.94,0.4325,0.0589
TEC-PH-10004618,"Motorola Signal Booster, Cordless",Technology,Phones,974.79,454,7691,877412.73,0.433,0.059
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,972.64,455,7691,878385.37,0.4335,0.0592
FUR-HON-10004987,"Hon Training Table, Adjustable Height",Furniture,Tables,970.93,456,7691,879356.3,0.434,0.0593
TEC-CO-10001742,"Sharp Copy Machine, Color",Technology,Copiers,970.15,457,7691,880326.45,0.4345,0.0594
FUR-BO-10000967,"Ikea Library with Doors, Pine",Furniture,Bookcases,970.12,458,7691,881296.57,0.4349,0.0596
FUR-CH-10001492,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,969.84,459,7691,882266.41,0.4354,0.0597
OFF-AP-10004572,"Cuisinart Stove, Red",Office Supplies,Appliances,968.8,460,7691,883235.2,0.4359,0.0598
TEC-CO-10003124,"Canon Ink, Laser",Technology,Copiers,968.1,461,7691,884203.3,0.4364,0.0599
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,967.14,462,7691,885170.44,0.4369,0.0601
FUR-SAU-10002255,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,966.42,463,7691,886136.86,0.4373,0.0602
TEC-PH-10004327,"Motorola Smart Phone, Full Size",Technology,Phones,965.85,464,7691,887102.71,0.4378,0.0603
TEC-CO-10003777,"Hewlett Copy Machine, Color",Technology,Copiers,962.99,465,7691,888065.7,0.4383,0.0605
TEC-PH-10004680,"Samsung Speaker Phone, with Caller ID",Technology,Phones,960.91,466,7691,889026.61,0.4388,0.0606
TEC-CO-10002427,"Canon Copy Machine, Laser",Technology,Copiers,959.93,467,7691,889986.54,0.4392,0.0607
TEC-CO-10000296,"Canon Fax and Copier, Digital",Technology,Copiers,959.7,468,7691,890946.25,0.4397,0.0609
TEC-PH-10004300,"Apple Office Telephone, Cordless",Technology,Phones,959.54,469,7691,891905.79,0.4402,0.061
TEC-CO-10004521,"HP Personal Copier, Laser",Technology,Copiers,958.78,470,7691,892864.57,0.4407,0.0611
FUR-CH-10001784,"SAFCO Steel Folding Chair, Set of Two",Furniture,Chairs,958.73,471,7691,893823.3,0.4411,0.0612
OFF-AP-10001178,"KitchenAid Stove, Red",Office Supplies,Appliances,957.66,472,7691,894780.96,0.4416,0.0614
OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,956.95,473,7691,895737.91,0.4421,0.0615
OFF-AP-10004140,"Breville Stove, Silver",Office Supplies,Appliances,955.71,474,7691,896693.62,0.4425,0.0616
FUR-BO-10000208,"Bush Stackable Bookrack, Mobile",Furniture,Bookcases,955.22,475,7691,897648.84,0.443,0.0618
OFF-AP-10000108,"Breville Refrigerator, Black",Office Supplies,Appliances,954.38,476,7691,898603.22,0.4435,0.0619
FUR-CH-10004910,"Office Star Executive Leather Armchair, Red",Furniture,Chairs,953.27,477,7691,899556.49,0.444,0.062
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,951.86,478,7691,900508.36,0.4444,0.0622
TEC-CO-10003534,"HP Fax and Copier, Digital",Technology,Copiers,948.74,479,7691,901457.09,0.4449,0.0623
FUR-BO-10000670,"Dania Corner Shelving, Metal",Furniture,Bookcases,947.56,480,7691,902404.65,0.4454,0.0624
TEC-OKI-10003050,"Okidata Card Printer, White",Technology,Machines,947.52,481,7691,903352.17,0.4458,0.0625
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",Furniture,Tables,946.68,482,7691,904298.85,0.4463,0.0627
TEC-CO-10001633,"Sharp Fax Machine, High-Speed",Technology,Copiers,945.29,483,7691,905244.13,0.4468,0.0628
TEC-CO-10003346,"Brother Wireless Fax, Digital",Technology,Copiers,944.56,484,7691,906188.69,0.4472,0.0629
TEC-CO-10003342,"Canon Wireless Fax, High-Speed",Technology,Copiers,942.1,485,7691,907130.78,0.4477,0.0631
FUR-BO-10003793,"Bush 3-Shelf Cabinet, Metal",Furniture,Bookcases,939.29,486,7691,908070.08,0.4482,0.0632
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,936.26,487,7691,909006.34,0.4486,0.0633
TEC-MA-10004023,"Konica Phone, Wireless",Technology,Machines,932.32,488,7691,909938.66,0.4491,0.0635
TEC-CO-10001264,"Canon Ink, Color",Technology,Copiers,931.6,489,7691,910870.26,0.4495,0.0636
FUR-CHR-10002165,"Chromcraft Wood Table, Adjustable Height",Furniture,Tables,930.48,490,7691,911800.74,0.45,0.0637
TEC-AC-10001995,"Logitech Router, USB",Technology,Accessories,928.06,491,7691,912728.8,0.4505,0.0638
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,926.19,492,7691,913654.99,0.4509,0.064
FUR-BAR-10004682,"Barricks Round Table, Fully Assembled",Furniture,Tables,925.44,493,7691,914580.43,0.4514,0.0641
OFF-AR-10001777,"Binney & Smith Sketch Pad, Water Color",Office Supplies,Art,924.06,494,7691,915504.49,0.4518,0.0642
OFF-AP-10004958,"KitchenAid Stove, Black",Office Supplies,Appliances,922.64,495,7691,916427.13,0.4523,0.0644
TEC-CO-10003951,"HP Copy Machine, High-Speed",Technology,Copiers,921.11,496,7691,917348.24,0.4527,0.0645
OFF-TEN-10000433,"Tenex Lockers, Wire Frame",Office Supplies,Storage,919.94,497,7691,918268.17,0.4532,0.0646
FUR-TA-10003078,"Hon Training Table, Fully Assembled",Furniture,Tables,918.77,498,7691,919186.94,0.4536,0.0648
FUR-CH-10000294,"Office Star Swivel Stool, Red",Furniture,Chairs,918.0,499,7691,920104.94,0.4541,0.0649
OFF-AP-10000486,"Cuisinart Stove, Silver",Office Supplies,Appliances,916.24,500,7691,921021.18,0.4546,0.065
TEC-CO-10002113,"Canon Ink, Digital",Technology,Copiers,915.81,501,7691,921936.99,0.455,0.0651
TEC-MA-10001009,"Panasonic Inkjet, Red",Technology,Machines,915.23,502,7691,922852.22,0.4555,0.0653
TEC-SAN-10003238,"SanDisk Router, Erganomic",Technology,Accessories,914.76,503,7691,923766.98,0.4559,0.0654
TEC-MA-10002149,"Panasonic Receipt Printer, Durable",Technology,Machines,914.36,504,7691,924681.34,0.4564,0.0655
FUR-CH-10002626,"Hon Steel Folding Chair, Adjustable",Furniture,Chairs,914.14,505,7691,925595.49,0.4568,0.0657
OFF-AP-10004464,"Cuisinart Stove, White",Office Supplies,Appliances,911.7,506,7691,926507.19,0.4573,0.0658
TEC-PH-10004402,"Cisco Headset, with Caller ID",Technology,Phones,910.73,507,7691,927417.91,0.4577,0.0659
TEC-CO-10000775,"Sharp Fax and Copier, Laser",Technology,Copiers,910.44,508,7691,928328.35,0.4582,0.0661
OFF-AP-10002321,"Hoover Microwave, Silver",Office Supplies,Appliances,909.54,509,7691,929237.89,0.4586,0.0662
FUR-BO-10003301,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,909.48,510,7691,930147.37,0.4591,0.0663
FUR-CH-10003746,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,906.53,511,7691,931053.9,0.4595,0.0664
TEC-PH-10002496,Cisco SPA301,Technology,Phones,904.74,512,7691,931958.64,0.46,0.0666
OFF-ST-10004060,"Eldon Lockers, Single Width",Office Supplies,Storage,904.58,513,7691,932863.22,0.4604,0.0667
FUR-CH-10004082,"Office Star Chairmat, Black",Furniture,Chairs,903.7,514,7691,933766.91,0.4608,0.0668
TEC-PH-10002104,"Cisco Speaker Phone, Cordless",Technology,Phones,902.94,515,7691,934669.85,0.4613,0.067
TEC-CO-10002768,"Sharp Fax Machine, High-Speed",Technology,Copiers,902.53,516,7691,935572.38,0.4617,0.0671
TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones,899.95,517,7691,936472.33,0.4622,0.0672
OFF-AP-10000800,"Breville Stove, Red",Office Supplies,Appliances,898.32,518,7691,937370.65,0.4626,0.0674
TEC-PH-10001494,Polycom CX600 IP Phone VoIP phone,Technology,Phones,896.85,519,7691,938267.5,0.4631,0.0675
OFF-ROG-10002818,"Rogers Trays, Industrial",Office Supplies,Storage,894.24,520,7691,939161.74,0.4635,0.0676
TEC-CO-10000953,"HP Wireless Fax, Laser",Technology,Copiers,893.0,521,7691,940054.75,0.4639,0.0677
OFF-AP-10003221,"Cuisinart Refrigerator, Red",Office Supplies,Appliances,892.94,522,7691,940947.69,0.4644,0.0679
OFF-ROG-10001418,"Rogers Trays, Wire Frame",Office Supplies,Storage,892.8,523,7691,941840.49,0.4648,0.068
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,889.91,524,7691,942730.4,0.4653,0.0681
FUR-BO-10000567,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,889.2,525,7691,943619.6,0.4657,0.0683
FUR-TA-10000022,"Hon Conference Table, Adjustable Height",Furniture,Tables,886.68,526,7691,944506.28,0.4661,0.0684
OFF-AP-10001018,"Cuisinart Refrigerator, White",Office Supplies,Appliances,884.55,527,7691,945390.83,0.4666,0.0685
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",Furniture,Tables,884.46,528,7691,946275.29,0.467,0.0687
TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Technology,Accessories,881.53,529,7691,947156.82,0.4675,0.0688
TEC-MA-10000984,Okidata MB760 Printer,Technology,Machines,881.37,530,7691,948038.19,0.4679,0.0689
OFF-ST-10004473,"Tenex Trays, Wire Frame",Office Supplies,Storage,879.12,531,7691,948917.31,0.4683,0.069
FUR-BO-10004162,"Ikea Floating Shelf Set, Pine",Furniture,Bookcases,878.81,532,7691,949796.12,0.4688,0.0692
TEC-PH-10002806,"Apple Audio Dock, VoIP",Technology,Phones,878.11,533,7691,950674.23,0.4692,0.0693
FUR-BO-10001356,"Ikea Library with Doors, Mobile",Furniture,Bookcases,877.96,534,7691,951552.19,0.4696,0.0694
TEC-PH-10004888,"Samsung Audio Dock, VoIP",Technology,Phones,877.85,535,7691,952430.04,0.4701,0.0696
TEC-CO-10002911,"Hewlett Wireless Fax, Laser",Technology,Copiers,877.74,536,7691,953307.78,0.4705,0.0697
OFF-ST-10002781,"Smead File Cart, Single Width",Office Supplies,Storage,874.37,537,7691,954182.15,0.4709,0.0698
TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones,872.1,538,7691,955054.26,0.4713,0.07
TEC-PH-10002387,"Motorola Signal Booster, Cordless",Technology,Phones,870.82,539,7691,955925.08,0.4718,0.0701
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,870.16,540,7691,956795.24,0.4722,0.0702
OFF-AP-10003497,"KitchenAid Microwave, Red",Office Supplies,Appliances,868.8,541,7691,957664.04,0.4726,0.0703
FUR-BO-10001073,"Safco Classic Bookcase, Metal",Furniture,Bookcases,866.18,542,7691,958530.22,0.4731,0.0705
OFF-AP-10001299,"Cuisinart Microwave, Silver",Office Supplies,Appliances,865.52,543,7691,959395.74,0.4735,0.0706
OFF-SU-10000906,"Fiskars Shears, High Speed",Office Supplies,Supplies,863.58,544,7691,960259.32,0.4739,0.0707
TEC-SAM-10000779,"Samsung Signal Booster, Cordless",Technology,Phones,862.54,545,7691,961121.86,0.4743,0.0709
TEC-PH-10003927,"Nokia Audio Dock, with Caller ID",Technology,Phones,862.02,546,7691,961983.88,0.4748,0.071
OFF-ST-10001255,"Fellowes Trays, Single Width",Office Supplies,Storage,861.3,547,7691,962845.18,0.4752,0.0711
OFF-BI-10001058,"Ibico Binding Machine, Clear",Office Supplies,Binders,859.68,548,7691,963704.86,0.4756,0.0713
TEC-CO-10003135,"Canon Fax and Copier, High-Speed",Technology,Copiers,858.61,549,7691,964563.47,0.476,0.0714
FUR-BO-10000259,"Safco Classic Bookcase, Traditional",Furniture,Bookcases,858.59,550,7691,965422.06,0.4765,0.0715
TEC-MA-10002043,"Epson Receipt Printer, White",Technology,Machines,858.53,551,7691,966280.58,0.4769,0.0716
TEC-PH-10001900,"Motorola Signal Booster, VoIP",Technology,Phones,857.65,552,7691,967138.24,0.4773,0.0718
FUR-BO-10004648,"Sauder Library with Doors, Pine",Furniture,Bookcases,855.3,553,7691,967993.53,0.4777,0.0719
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,854.78,554,7691,968848.32,0.4782,0.072
FUR-BEV-10004919,"Bevis Wood Table, with Bottom Storage",Furniture,Tables,853.65,555,7691,969701.97,0.4786,0.0722
OFF-HOO-10002946,"Hoover Stove, Red",Office Supplies,Appliances,852.66,556,7691,970554.63,0.479,0.0723
FUR-CH-10001322,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,852.0,557,7691,971406.63,0.4794,0.0724
OFF-PA-10004359,Multicolor Computer Printout Paper,Office Supplies,Paper,851.38,558,7691,972258.01,0.4798,0.0726
TEC-PH-10004261,"Nokia Signal Booster, Full Size",Technology,Phones,848.75,559,7691,973106.76,0.4803,0.0727
FUR-CH-10004050,"Novimex Executive Leather Armchair, Adjustable",Furniture,Chairs,847.26,560,7691,973954.02,0.4807,0.0728
OFF-AP-10000136,"Hamilton Beach Refrigerator, White",Office Supplies,Appliances,847.04,561,7691,974801.06,0.4811,0.0729
TEC-PH-10001063,"Samsung Speaker Phone, Full Size",Technology,Phones,846.56,562,7691,975647.62,0.4815,0.0731
FUR-BO-10002679,"Ikea Stackable Bookrack, Mobile",Furniture,Bookcases,843.72,563,7691,976491.34,0.4819,0.0732
OFF-ST-10004855,"Smead Lockers, Industrial",Office Supplies,Storage,842.94,564,7691,977334.28,0.4823,0.0733
TEC-CO-10003574,"Brother Personal Copier, High-Speed",Technology,Copiers,842.16,565,7691,978176.44,0.4828,0.0735
TEC-BRO-10004178,"Brother Wireless Fax, Laser",Technology,Copiers,840.78,566,7691,979017.22,0.4832,0.0736
TEC-CO-10004998,"HP Fax and Copier, Color",Technology,Copiers,839.99,567,7691,979857.22,0.4836,0.0737
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,Technology,Copiers,839.97,568,7691,980697.19,0.484,0.0739
TEC-APP-10004657,"Apple Smart Phone, Cordless",Technology,Phones,839.88,569,7691,981537.07,0.4844,0.074
OFF-AP-10003558,"Hoover Refrigerator, White",Office Supplies,Appliances,839.04,570,7691,982376.11,0.4848,0.0741
FUR-BO-10004082,"Sauder Classic Bookcase, Metal",Furniture,Bookcases,838.94,571,7691,983215.05,0.4852,0.0742
TEC-PH-10004977,GE 30524EE4,Technology,Phones,838.84,572,7691,984053.88,0.4857,0.0744
OFF-ST-10001638,"Tenex File Cart, Single Width",Office Supplies,Storage,834.36,573,7691,984888.25,0.4861,0.0745
FUR-BO-10001646,"Safco Library with Doors, Pine",Furniture,Bookcases,834.33,574,7691,985722.58,0.4865,0.0746
FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs,833.6,575,7691,986556.17,0.4869,0.0748
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,832.99,576,7691,987389.17,0.4873,0.0749
TEC-MA-10002780,"Okidata Inkjet, Wireless",Technology,Machines,832.5,577,7691,988221.66,0.4877,0.075
TEC-CO-10002043,"Canon Wireless Fax, Digital",Technology,Copiers,832.2,578,7691,989053.86,0.4881,0.0752
TEC-PH-10000309,"Motorola Audio Dock, with Caller ID",Technology,Phones,831.81,579,7691,989885.68,0.4885,0.0753
FUR-BO-10004806,"Safco Corner Shelving, Traditional",Furniture,Bookcases,827.9,580,7691,990713.57,0.4889,0.0754
FUR-BO-10002793,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,826.31,581,7691,991539.88,0.4894,0.0755
TEC-CO-10002657,"Canon Copy Machine, High-Speed",Technology,Copiers,826.12,582,7691,992366.0,0.4898,0.0757
TEC-AC-10002738,"Belkin Memory Card, Programmable",Technology,Accessories,825.69,583,7691,993191.69,0.4902,0.0758
FUR-BO-10003738,"Dania Library with Doors, Mobile",Furniture,Bookcases,824.46,584,7691,994016.15,0.4906,0.0759
FUR-CH-10000351,"Novimex Chairmat, Set of Two",Furniture,Chairs,821.74,585,7691,994837.9,0.491,0.0761
OFF-AR-10000399,"Stanley Canvas, Water Color",Office Supplies,Art,821.07,586,7691,995658.97,0.4914,0.0762
TEC-AC-10004571,"Logitech Router, Programmable",Technology,Accessories,820.85,587,7691,996479.82,0.4918,0.0763
TEC-CO-10004507,"Brother Fax and Copier, Digital",Technology,Copiers,815.85,588,7691,997295.68,0.4922,0.0765
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,814.42,589,7691,998110.09,0.4926,0.0766
OFF-KIT-10002828,"KitchenAid Microwave, White",Office Supplies,Appliances,814.32,590,7691,998924.41,0.493,0.0767
OFF-HAM-10004917,"Hamilton Beach Stove, Red",Office Supplies,Appliances,813.49,591,7691,999737.9,0.4934,0.0768
TEC-SHA-10000052,"Sharp Copy Machine, Color",Technology,Copiers,811.51,592,7691,1000549.42,0.4938,0.077
FUR-CH-10000807,"Hon Rocking Chair, Adjustable",Furniture,Chairs,808.94,593,7691,1001358.36,0.4942,0.0771
FUR-CH-10002510,"Office Star Steel Folding Chair, Adjustable",Furniture,Chairs,804.11,594,7691,1002162.47,0.4946,0.0772
FUR-SAF-10002940,"Safco Corner Shelving, Mobile",Furniture,Bookcases,802.44,595,7691,1002964.91,0.495,0.0774
OFF-AP-10001567,"Breville Blender, White",Office Supplies,Appliances,801.86,596,7691,1003766.77,0.4954,0.0775
TEC-MA-10000606,"Okidata Printer, White",Technology,Machines,800.6,597,7691,1004567.37,0.4958,0.0776
OFF-TEN-10000025,"Tenex Lockers, Blue",Office Supplies,Storage,799.98,598,7691,1005367.35,0.4962,0.0778
OFF-PA-10001970,Xerox 1908,Office Supplies,Paper,799.39,599,7691,1006166.75,0.4966,0.0779
TEC-CO-10001596,"Brother Wireless Fax, Color",Technology,Copiers,798.19,600,7691,1006964.94,0.497,0.078
OFF-KIT-10003611,"KitchenAid Stove, Red",Office Supplies,Appliances,798.15,601,7691,1007763.09,0.4974,0.0781
TEC-CAN-10001853,"Canon Fax Machine, High-Speed",Technology,Copiers,797.58,602,7691,1008560.67,0.4978,0.0783
FUR-BO-10004842,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,796.58,603,7691,1009357.25,0.4981,0.0784
TEC-AC-10002086,"SanDisk Keyboard, Erganomic",Technology,Accessories,794.03,604,7691,1010151.27,0.4985,0.0785
TEC-MA-10003624,"StarTech Inkjet, Wireless",Technology,Machines,793.62,605,7691,1010944.9,0.4989,0.0787
FUR-CH-10003580,"Harbour Creations Bag Chairs, Black",Furniture,Chairs,793.57,606,7691,1011738.46,0.4993,0.0788
FUR-BO-10003543,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,791.67,607,7691,1012530.14,0.4997,0.0789
TEC-CO-10004690,"HP Wireless Fax, Digital",Technology,Copiers,790.48,608,7691,1013320.62,0.5001,0.0791
FUR-CH-10004101,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,790.45,609,7691,1014111.07,0.5005,0.0792
TEC-PH-10002898,"Samsung Smart Phone, Full Size",Technology,Phones,790.42,610,7691,1014901.49,0.5009,0.0793
TEC-PH-10000499,"Motorola Smart Phone, Full Size",Technology,Phones,790.25,611,7691,1015691.74,0.5013,0.0794
TEC-PH-10004959,"Motorola Audio Dock, with Caller ID",Technology,Phones,788.78,612,7691,1016480.51,0.5017,0.0796
FUR-BO-10001875,"Bush Library with Doors, Mobile",Furniture,Bookcases,788.7,613,7691,1017269.21,0.5021,0.0797
TEC-PH-10003439,"Apple Audio Dock, VoIP",Technology,Phones,788.07,614,7691,1018057.28,0.5024,0.0798
TEC-CO-10001893,"HP Wireless Fax, Color",Technology,Copiers,786.86,615,7691,1018844.14,0.5028,0.08
TEC-MA-10003812,"Panasonic Printer, Wireless",Technology,Machines,785.7,616,7691,1019629.84,0.5032,0.0801
TEC-HEW-10002302,"Hewlett Copy Machine, Color",Technology,Copiers,785.52,617,7691,1020415.36,0.5036,0.0802
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,785.45,618,7691,1021200.81,0.504,0.0804
OFF-SME-10002740,"Smead Lockers, Single Width",Office Supplies,Storage,783.18,619,7691,1021983.99,0.5044,0.0805
TEC-MA-10001335,"Epson Printer, Durable",Technology,Machines,782.95,620,7691,1022766.94,0.5048,0.0806
TEC-MA-10000473,"Konica Phone, Red",Technology,Machines,782.71,621,7691,1023549.65,0.5052,0.0807
FUR-BO-10004219,"Safco 3-Shelf Cabinet, Metal",Furniture,Bookcases,782.34,622,7691,1024331.99,0.5055,0.0809
TEC-SAM-10003493,"Samsung Signal Booster, VoIP",Technology,Phones,781.78,623,7691,1025113.77,0.5059,0.081
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones,780.97,624,7691,1025894.74,0.5063,0.0811
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,780.33,625,7691,1026675.07,0.5067,0.0813
FUR-BO-10001287,"Dania Floating Shelf Set, Metal",Furniture,Bookcases,779.79,626,7691,1027454.87,0.5071,0.0814
OFF-AP-10000621,"KitchenAid Microwave, Silver",Office Supplies,Appliances,779.72,627,7691,1028234.59,0.5075,0.0815
TEC-PH-10000214,"Apple Speaker Phone, VoIP",Technology,Phones,779.54,628,7691,1029014.12,0.5079,0.0817
OFF-BI-10003774,"Cardinal 3-Hole Punch, Durable",Office Supplies,Binders,779.52,629,7691,1029793.64,0.5082,0.0818
OFF-AR-10001533,"Sanford Sketch Pad, Easy-Erase",Office Supplies,Art,778.11,630,7691,1030571.75,0.5086,0.0819
FUR-CH-10001382,"Office Star Chairmat, Red",Furniture,Chairs,777.27,631,7691,1031349.03,0.509,0.082
FUR-CH-10004009,"SAFCO Rocking Chair, Set of Two",Furniture,Chairs,777.21,632,7691,1032126.24,0.5094,0.0822
OFF-ST-10003266,"Tenex Lockers, Industrial",Office Supplies,Storage,776.67,633,7691,1032902.91,0.5098,0.0823
FUR-BO-10004508,"Ikea Floating Shelf Set, Mobile",Furniture,Bookcases,774.4,634,7691,1033677.31,0.5102,0.0824
